,Review,Review_norm,review_tokens
54,harusnya dpt free sesuai jam ordernya udah buru cekout biar ga habis pesenan  yg dtg cuma produk nya free nya ga dapat asli kecewa dan baru ngalamin yg ginian,harusnya dapat free sesuai jam ordernya sudah buru cekout biar enggak habis pesanan  yang datang cuma produk nya free nya enggak dapat asli kecewa dan baru ngalamin yang beginian,"['harusnya', 'dapat', 'free', 'sesuai', 'jam', 'ordernya', 'sudah', 'buru', 'cekout', 'biar', 'enggak', 'habis', 'pesanan', 'yang', 'datang', 'cuma', 'produk', 'nya', 'free', 'nya', 'enggak', 'dapat', 'asli', 'kecewa', 'dan', 'baru', 'ngalamin', 'yang', 'beginian']"
55,pengiriman lama seller salah kirim barang barang yg dikirim berlebih saya disuruh bungkus pake kardus dan bubble wrap terus saya dilempar dari satu cs ke cs yg lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya gak jualan online habis itu di tanggal yg dijadwalkan dipick up barangnya gak dipick up padahal sudah whatsappan saya disuruh nungguin sampe gak keluar apartemen seharian malah gak dateng yg pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter aja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan,pengiriman lama seller salah kirim barang barang yang dikirim berlebih saya disuruh bungkus pakai kardus dan bubble wrap terus saya dilempar dari satu customer service ke customer service yang lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya enggak jualan online habis itu di tanggal yang dijadwalkan dipick up barangnya enggak dipick up padahal sudah whatsappan saya disuruh menunggu sampai enggak keluar apartemen seharian malah enggak datang yang pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter saja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan,"['pengiriman', 'lama', 'seller', 'salah', 'kirim', 'barang', 'barang', 'yang', 'dikirim', 'berlebih', 'saya', 'disuruh', 'bungkus', 'pakai', 'kardus', 'dan', 'bubble', 'wrap', 'terus', 'saya', 'dilempar', 'dari', 'satu', 'customer', 'service', 'ke', 'customer', 'service', 'yang', 'lain', 'dan', 'terus', 'menerus', 'harus', 'mengulang', 'informasi', 'yang', 'sama', 'mana', 'saya', 'punya', 'kan', 'saya', 'enggak', 'jualan', 'online', 'habis', 'itu', 'di', 'tanggal', 'yang', 'dijadwalkan', 'dipick', 'up', 'barangnya', 'enggak', 'dipick', 'up', 'padahal', 'sudah', 'whatsappan', 'saya', 'disuruh', 'menunggu', 'sampai', 'enggak', 'keluar', 'apartemen', 'seharian', 'malah', 'enggak', 'datang', 'yang', 'pick', 'upnya', 'sudah', 'saya', 'bilang', 'besoknya', 'saya', 'ke', 'luar', 'kota', 'ditelpon', 'terus', 'sama', 'anter', 'saja', 'disuruh', 'kirim', 'barangnya', 'asap', 'bad', 'experience', 'sekali', 'sungguh', 'mengecewakan']"
56,paket sampe trnyata serumnya pecah dan packaging basah smua sampe kertas boxnya lepek dan berurai udh komplain kirim video ke chatbox disuruh kirim video ke email udah juga tp no respon udah lewat wa ga dk respon jg udh mau sminggu ga kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin,paket sampai ternyata serumnya pecah dan packaging basah semua sampai kertas boxnya lepek dan berurai sudah komplain kirim video ke chatbox disuruh kirim video ke email sudah juga tapi no respon sudah lewat wa enggak dk respon juga sudah mau sminggu enggak kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin,"['paket', 'sampai', 'ternyata', 'serumnya', 'pecah', 'dan', 'packaging', 'basah', 'semua', 'sampai', 'kertas', 'boxnya', 'lepek', 'dan', 'berurai', 'sudah', 'komplain', 'kirim', 'video', 'ke', 'chatbox', 'disuruh', 'kirim', 'video', 'ke', 'email', 'sudah', 'juga', 'tapi', 'no', 'respon', 'sudah', 'lewat', 'wa', 'enggak', 'dk', 'respon', 'juga', 'sudah', 'mau', 'sminggu', 'enggak', 'kelar', 'ngurusinnya', 'muter', 'muter', 'doang', 'ngmgnya', 'baru', 'kali', 'ini', 'aku', 'kecewa', 'sama', 'pelayanan', 'avoskin']"
57,sudah nunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tp males ngebayangin mesti nunggu seminggu lagi kasih bintang aja,sudah menunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tapi malas ngebayangin mesti menunggu seminggu lagi kasih bintang saja,"['sudah', 'menunggu', 'nya', 'lama', 'sampai', 'hari', 'lalu', 'produk', 'yang', 'dikirim', 'tidak', 'sesuai', 'mau', 'ajuin', 'komplain', 'tapi', 'malas', 'ngebayangin', 'mesti', 'menunggu', 'seminggu', 'lagi', 'kasih', 'bintang', 'saja']"
58,setau saya saya beli avoskin basic skit set yg seharusnya isinya dua night cream dua day cream benar kenapa yg datang cuma satu set satu set harga saya beli dua set saya bayar,setau saya saya beli avoskin basic sakit set yang seharusnya isinya dua night cream dua day cream benar kenapa yang datang cuma satu set satu set harga saya beli dua set saya bayar,"['setau', 'saya', 'saya', 'beli', 'avoskin', 'basic', 'sakit', 'set', 'yang', 'seharusnya', 'isinya', 'dua', 'night', 'cream', 'dua', 'day', 'cream', 'benar', 'kenapa', 'yang', 'datang', 'cuma', 'satu', 'set', 'satu', 'set', 'harga', 'saya', 'beli', 'dua', 'set', 'saya', 'bayar']"
59,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yg dibeli hari nunggu pengiriman barang datang malah tidak sesuai,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yang dibeli hari menunggu pengiriman barang datang malah tidak sesuai,"['kecewa', 'pengiriman', 'lama', 'produk', 'yang', 'datang', 'tidak', 'sesuai', 'pesanan', 'yang', 'dibeli', 'hari', 'menunggu', 'pengiriman', 'barang', 'datang', 'malah', 'tidak', 'sesuai']"
60,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tpi sampai tgl agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini yaa,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tapi sampai tanggal agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini ya,"['hai', 'kak', 'admin', 'saya', 'sudah', 'kirim', 'komplain', 'karena', 'isi', 'hydrating', 'treatmen', 'essence', 'nya', 'bocor', 'dan', 'tumpah', 'semua', 'tapi', 'sampai', 'tanggal', 'agustus', 'tidak', 'ada', 'pengembalian', 'dana', 'atau', 'penukaran', 'barang', 'bagaimana', 'ini', 'ya']"
61,produknya gabisa dikeluarin udh dipencet gimanapun tetep gabisa keluar jd tutupnya harus di buka manual,produknya enggak bisa dikeluarin sudah dipencet gimanapun tetap enggak bisa keluar jadi tutupnya harus di buka manual,"['produknya', 'enggak', 'bisa', 'dikeluarin', 'sudah', 'dipencet', 'gimanapun', 'tetap', 'enggak', 'bisa', 'keluar', 'jadi', 'tutupnya', 'harus', 'di', 'buka', 'manual']"
62,seperti barang lama ada belingnya gt saya komplain di instagram katanya wajar kl produknya meng kristal pdhl saya udh repurchase ini  baru ini yang meng kristal toko mau tanggung jwb retur barang tp saya repot hrs ke ekspedisi pd saat pandemi dan ongkir gosend tdk di tanggung saya kecewa bgt kayanya ini terakhir saya pakai avoskin bye bye avoskin,seperti barang lama ada belingnya begitu saya komplain di instagram katanya wajar kalo produknya meng kristal padahal saya sudah repurchase ini  baru ini yang meng kristal toko mau tanggung jawab retur barang tapi saya repot harus ke ekspedisi pada saat pandemi dan ongkir gosend tidak di tanggung saya kecewa banget kayanya ini terakhir saya pakai avoskin bye bye avoskin,"['seperti', 'barang', 'lama', 'ada', 'belingnya', 'begitu', 'saya', 'komplain', 'di', 'instagram', 'katanya', 'wajar', 'kalo', 'produknya', 'meng', 'kristal', 'padahal', 'saya', 'sudah', 'repurchase', 'ini', 'baru', 'ini', 'yang', 'meng', 'kristal', 'toko', 'mau', 'tanggung', 'jawab', 'retur', 'barang', 'tapi', 'saya', 'repot', 'harus', 'ke', 'ekspedisi', 'pada', 'saat', 'pandemi', 'dan', 'ongkir', 'gosend', 'tidak', 'di', 'tanggung', 'saya', 'kecewa', 'banget', 'kayanya', 'ini', 'terakhir', 'saya', 'pakai', 'avoskin', 'bye', 'bye', 'avoskin']"
63,barang nya gk segel,barang nya enggak segel,"['barang', 'nya', 'enggak', 'segel']"
64,demi allah beli pcs tpi yg dikirim cm biji padahal dikardusnya jelas ketulis pcs tpi yg dateng cm kardusnya kecil bgt,demi allah beli pcs tapi yang dikirim cuma biji padahal dikardusnya jelas ketulis pcs tapi yang datang cuma kardusnya kecil banget,"['demi', 'allah', 'beli', 'pcs', 'tapi', 'yang', 'dikirim', 'cuma', 'biji', 'padahal', 'dikardusnya', 'jelas', 'ketulis', 'pcs', 'tapi', 'yang', 'datang', 'cuma', 'kardusnya', 'kecil', 'banget']"
65,kecewa banget beli ini karena freenya trus pas di chat bilangnya untuk orang tertentu pdhal tidak dijelaskan sebelumnyaaa,kecewa banget beli ini karena freenya terus pas di chat bilangnya untuk orang tertentu padahal tidak dijelaskan sebelumnyaaa,"['kecewa', 'banget', 'beli', 'ini', 'karena', 'freenya', 'terus', 'pas', 'di', 'chat', 'bilangnya', 'untuk', 'orang', 'tertentu', 'padahal', 'tidak', 'dijelaskan', 'sebelumnyaaa']"
66,kecewa bngt pdhl pengen bngt toner ini tp seller nya kurang teliti ga di cek dulu kerapatan tutup nya barang belum sampe tp udh dikasih tau sama ekspedisi klo paket nya hancur dan yg lebih mengecewakan lagi proses refund nya lama bngt pesan dr tanggal tgl pesanan ditolak dan udh dikonfirmasi sama ekspedisi nya tp jawaban admin avo sama toped gitu aja disuruh nunggu mulu sampe detik ini duit refund jg belum ada,kecewa banget padahal pengin banget toner ini tapi seller nya kurang teliti enggak di cek dulu kerapatan tutup nya barang belum sampai tapi sudah dikasih tau sama ekspedisi kalo paket nya hancur dan yang lebih mengecewakan lagi proses refund nya lama banget pesan dari tanggal tanggal pesanan ditolak dan sudah dikonfirmasi sama ekspedisi nya tapi jawaban admin avo sama toped begitu saja disuruh menunggu mulu sampai detik ini duit refund juga belum ada,"['kecewa', 'banget', 'padahal', 'pengin', 'banget', 'toner', 'ini', 'tapi', 'seller', 'nya', 'kurang', 'teliti', 'enggak', 'di', 'cek', 'dulu', 'kerapatan', 'tutup', 'nya', 'barang', 'belum', 'sampai', 'tapi', 'sudah', 'dikasih', 'tau', 'sama', 'ekspedisi', 'kalo', 'paket', 'nya', 'hancur', 'dan', 'yang', 'lebih', 'mengecewakan', 'lagi', 'proses', 'refund', 'nya', 'lama', 'banget', 'pesan', 'dari', 'tanggal', 'tanggal', 'pesanan', 'ditolak', 'dan', 'sudah', 'dikonfirmasi', 'sama', 'ekspedisi', 'nya', 'tapi', 'jawaban', 'admin', 'avo', 'sama', 'toped', 'begitu', 'saja', 'disuruh', 'menunggu', 'mulu', 'sampai', 'detik', 'ini', 'duit', 'refund', 'juga', 'belum', 'ada']"
67,beli ini buat temen dan dia bilang pas dibuka isinya hampir kosong dan seperti ga ada isinya sepertinya kesalahan produksi dan saya lihat ada banyak review lain yang mengalami hal yang sama padahal yang lain bagus tapi yang ini dissapointing banget rugi  dapetnya botol kosong hati hati untuk yang mau beli,beli ini buat teman dan dia bilang pas dibuka isinya hampir kosong dan seperti enggak ada isinya sepertinya kesalahan produksi dan saya lihat ada banyak review lain yang mengalami hal yang sama padahal yang lain bagus tapi yang ini dissapointing banget rugi  dapetnya botol kosong hati hati untuk yang mau beli,"['beli', 'ini', 'buat', 'teman', 'dan', 'dia', 'bilang', 'pas', 'dibuka', 'isinya', 'hampir', 'kosong', 'dan', 'seperti', 'enggak', 'ada', 'isinya', 'sepertinya', 'kesalahan', 'produksi', 'dan', 'saya', 'lihat', 'ada', 'banyak', 'review', 'lain', 'yang', 'mengalami', 'hal', 'yang', 'sama', 'padahal', 'yang', 'lain', 'bagus', 'tapi', 'yang', 'ini', 'dissapointing', 'banget', 'rugi', 'dapetnya', 'botol', 'kosong', 'hati', 'hati', 'untuk', 'yang', 'mau', 'beli']"
68,break out pake ini,break out pakai ini,"['break', 'out', 'pakai', 'ini']"
69,produk di kirimkan sangat terlambat molor dua hari dari maximum yang dijanjikan akibatnya tidak terbawa oleh anak saya yang harus balik ke uk kami coba membatalkan pesanan ketika status masih dalam diproses dan kami sudah mengubungi merchant via chats dijawab ok namun produk tetap dipaksan dikirim meski tahu tanpa guna,produk di kirimkan sangat terlambat molor dua hari dari maximum yang dijanjikan akibatnya tidak terbawa oleh anak saya yang harus balik ke ukuran kami coba membatalkan pesanan ketika status masih dalam diproses dan kami sudah mengubungi merchant via chats dijawab ok namun produk tetap dipaksan dikirim meski tahu tanpa guna,"['produk', 'di', 'kirimkan', 'sangat', 'terlambat', 'molor', 'dua', 'hari', 'dari', 'maximum', 'yang', 'dijanjikan', 'akibatnya', 'tidak', 'terbawa', 'oleh', 'anak', 'saya', 'yang', 'harus', 'balik', 'ke', 'ukuran', 'kami', 'coba', 'membatalkan', 'pesanan', 'ketika', 'status', 'masih', 'dalam', 'diproses', 'dan', 'kami', 'sudah', 'mengubungi', 'merchant', 'via', 'chats', 'dijawab', 'ok', 'namun', 'produk', 'tetap', 'dipaksan', 'dikirim', 'meski', 'tahu', 'tanpa', 'guna']"
70,harga normal dengan expired date yang mau abis kemasa berdebu apakah layak dengan harga segitu,harga normal dengan expired date yang mau habis kemasa berdebu apakah layak dengan harga segitu,"['harga', 'normal', 'dengan', 'expired', 'date', 'yang', 'mau', 'habis', 'kemasa', 'berdebu', 'apakah', 'layak', 'dengan', 'harga', 'segitu']"
71,packaging nya jelek banget ini sih kyk nya ad oknum yg mau ngambil barangnya kardusnya di buka di bagian samping yg ga di segel tolong next nya packing lbh baik lagi,packaging nya jelek banget ini sih kayak nya ada oknum yang mau ngambil barangnya kardusnya di buka di bagian samping yang enggak di segel tolong next nya packing lebih baik lagi,"['packaging', 'nya', 'jelek', 'banget', 'ini', 'sih', 'kayak', 'nya', 'ada', 'oknum', 'yang', 'mau', 'ngambil', 'barangnya', 'kardusnya', 'di', 'buka', 'di', 'bagian', 'samping', 'yang', 'enggak', 'di', 'segel', 'tolong', 'next', 'nya', 'packing', 'lebih', 'baik', 'lagi']"
72,tertipu tidak ada gratis hadiah sarung seperti di gambar,tertipu tidak ada gratis hadiah sarung seperti di gambar,"['tertipu', 'tidak', 'ada', 'gratis', 'hadiah', 'sarung', 'seperti', 'di', 'gambar']"
73,dijanjikan expired th tapi dapetnyabulan,dijanjikan expired tahu tapi dapetnyabulan,"['dijanjikan', 'expired', 'tahu', 'tapi', 'dapetnyabulan']"
74,pesen masker yang dikirim my bad ga di video unboxing nya tapi kecewa banget bisa lalai bgt team packing nya please kerja yg fokus dan bener biar customer ga dirugikan begini ga semua orang sempet bikin video unboxing begitu so sorry kasih bintang karna beneran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesen disini sesibuk apapun sempetin video unboxing,pesan masker yang dikirim my bad enggak di video unboxing nya tapi kecewa banget bisa lalai banget team packing nya please kerja yang fokus dan benar biar customer enggak dirugikan begini enggak semua orang sempat bikin video unboxing begitu so sorry kasih bintang karena benaran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesan disini sesibuk apapun sempetin video unboxing,"['pesan', 'masker', 'yang', 'dikirim', 'my', 'bad', 'enggak', 'di', 'video', 'unboxing', 'nya', 'tapi', 'kecewa', 'banget', 'bisa', 'lalai', 'banget', 'team', 'packing', 'nya', 'please', 'kerja', 'yang', 'fokus', 'dan', 'benar', 'biar', 'customer', 'enggak', 'dirugikan', 'begini', 'enggak', 'semua', 'orang', 'sempat', 'bikin', 'video', 'unboxing', 'begitu', 'so', 'sorry', 'kasih', 'bintang', 'karena', 'benaran', 'kecewa', 'buat', 'customer', 'yang', 'lain', 'kalo', 'baca', 'ini', 'please', 'be', 'more', 'careful', 'ya', 'kalo', 'pesan', 'disini', 'sesibuk', 'apapun', 'sempetin', 'video', 'unboxing']"
75,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tp beli diantar baru pertama kali mengalami kejadian seperti ini dr official store kekeliruan ada di penjual dianggap sah tp pembeli tdk sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tapi beli diantar baru pertama kali mengalami kejadian seperti ini dari official store kekeliruan ada di penjual dianggap sah tapi pembeli tidak sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa,"['sangat', 'amat', 'kecewa', 'dengan', 'pelayanan', 'official', 'store', 'satu', 'ini', 'barang', 'cepat', 'dikirim', 'tapi', 'beli', 'diantar', 'baru', 'pertama', 'kali', 'mengalami', 'kejadian', 'seperti', 'ini', 'dari', 'official', 'store', 'kekeliruan', 'ada', 'di', 'penjual', 'dianggap', 'sah', 'tapi', 'pembeli', 'tidak', 'sempat', 'unboxing', 'tidak', 'dapat', 'ditoleransi', 'padahal', 'yang', 'buka', 'paket', 'sudah', 'lansia', 'kalau', 'tidak', 'untuk', 'membelikan', 'orang', 'tua', 'sudah', 'pasti', 'ganti', 'brand', 'sangat', 'kecewa']"
76,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit ngga ikhlas saya,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit enggak ikhlas saya,"['dari', 'awal', 'saya', 'saya', 'langsung', 'ajukan', 'pembatalan', 'karena', 'salah', 'masukan', 'kupon', 'chat', 'saya', 'dibalas', 'tapi', 'barang', 'tetap', 'saya', 'dikirimkan', 'makan', 'tuh', 'duit', 'enggak', 'ikhlas', 'saya']"
77,slow respon,slow respon,"['slow', 'respon']"
78,utk sunscreen nya bener ga recommend butuh waktu lama utk di tap tapi ujungnya ga rata mana mahal lg huhu,untuk sunscreen nya benar enggak recommend butuh waktu lama untuk di tapi tapi ujungnya enggak rata mana mahal lagi huhu,"['untuk', 'sunscreen', 'nya', 'benar', 'enggak', 'recommend', 'butuh', 'waktu', 'lama', 'untuk', 'di', 'tapi', 'tapi', 'ujungnya', 'enggak', 'rata', 'mana', 'mahal', 'lagi', 'huhu']"
79,sudah sebulan lebih pake dan belum terlihat manfaatnya malah tambah jerawatan,sudah sebulan lebih pakai dan belum terlihat manfaatnya malah tambah jerawatan,"['sudah', 'sebulan', 'lebih', 'pakai', 'dan', 'belum', 'terlihat', 'manfaatnya', 'malah', 'tambah', 'jerawatan']"
80,yg diiklankan tidak sesuai,yang diiklankan tidak sesuai,"['yang', 'diiklankan', 'tidak', 'sesuai']"
81, ada bonus freenya, ada bonus freenya,"['ada', 'bonus', 'freenya']"
82,pesen yang special edition dikirim yang biasa,pesan yang special edition dikirim yang biasa,"['pesan', 'yang', 'special', 'edition', 'dikirim', 'yang', 'biasa']"
83,pesen retinol dikirim refining,pesan retinol dikirim refining,"['pesan', 'retinol', 'dikirim', 'refining']"
84,barang ga kekirim respon admin kurang memuaskan mohon maaf,barang enggak kekirim respon admin kurang memuaskan mohon maaf,"['barang', 'enggak', 'kekirim', 'respon', 'admin', 'kurang', 'memuaskan', 'mohon', 'maaf']"
85,iritasi,iritasi,['iritasi']
86,ternyata berat hanya gr sama kemasan gr,ternyata berat hanya gram sama kemasan gram,"['ternyata', 'berat', 'hanya', 'gram', 'sama', 'kemasan', 'gram']"
87,mini banget ini mah cepat habis kecewa berat,mini banget ini mah cepat habis kecewa berat,"['mini', 'banget', 'ini', 'mah', 'cepat', 'habis', 'kecewa', 'berat']"
89,ga ada isinya,enggak ada isinya,"['enggak', 'ada', 'isinya']"
90,hadiahnya ga dikirim kirim sudah nunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat cs jawabannya sama diulang ulang,hadiahnya enggak dikirim kirim sudah menunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat customer service jawabannya sama diulang ulang,"['hadiahnya', 'enggak', 'dikirim', 'kirim', 'sudah', 'menunggu', 'bulan', 'chat', 'penjual', 'dibilanh', 'over', 'load', 'ini', 'sudah', 'mau', 'bulan', 'sangat', 'mengecewakam', 'pembeli', 'percuma', 'chat', 'customer', 'service', 'jawabannya', 'sama', 'diulang', 'ulang']"
91,sedih banget ini entah ekspektasi ku ketinggian atau gimana isinya bahkan untuk sekali pakai ruas jari pun ndak cukup ditekan isinya angin semua serius memang segini atau gmna padahal sebelumnya beli di official serum dll ok ok aja isinya penuh udah seneng packagingnya bagus tebel tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini,sedih banget ini entah ekspektasi ku ketinggian atau bagaimana isinya bahkan untuk sekali pakai ruas jari pun indak cukup ditekan isinya angin semua serius memang segini atau bagaimana padahal sebelumnya beli di official serum dll ok ok saja isinya penuh sudah senang packagingnya bagus tebal tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini,"['sedih', 'banget', 'ini', 'entah', 'ekspektasi', 'ku', 'ketinggian', 'atau', 'bagaimana', 'isinya', 'bahkan', 'untuk', 'sekali', 'pakai', 'ruas', 'jari', 'pun', 'indak', 'cukup', 'ditekan', 'isinya', 'angin', 'semua', 'serius', 'memang', 'segini', 'atau', 'bagaimana', 'padahal', 'sebelumnya', 'beli', 'di', 'official', 'serum', 'dll', 'ok', 'ok', 'saja', 'isinya', 'penuh', 'sudah', 'senang', 'packagingnya', 'bagus', 'tebal', 'tapi', 'kalau', 'memang', 'isinya', 'cuma', 'segini', 'macam', 'sekali', 'pakai', 'dengan', 'harga', 'diatas', 'ok', 'sangat', 'tidak', 'rekomen', 'saya', 'jarang', 'banget', 'isi', 'review', 'panjang', 'kali', 'lebar', 'apalagi', 'semengecewakan', 'ini']"
92,gadapet gift,gadapet gift,"['gadapet', 'gift']"
93,kecewa banget ga sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga ga pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah ga ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran nanya nanya untuk beli produknya gerak cepet banget giliran komplain boro boro dibales kecewa banget,kecewa banget enggak sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga enggak pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah enggak ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran bertanya bertanya untuk beli produknya gerak cepat banget giliran komplain boro boro dibales kecewa banget,"['kecewa', 'banget', 'enggak', 'sesuai', 'dengan', 'promonya', 'di', 'gambar', 'kedua', 'toko', 'harusnya', 'kasih', 'retinol', 'mask', 'sheet', 'tapi', 'di', 'gambar', 'pertama', 'dikasihnya', 'pouch', 'yang', 'kesannya', 'murahan', 'dan', 'tidak', 'berguna', 'sama', 'sekali', 'komplain', 'di', 'gambar', 'ketiga', 'enggak', 'pernah', 'ditanggapi', 'oleh', 'toko', 'yang', 'labelnya', 'official', 'store', 'sebagai', 'official', 'store', 'harusnya', 'sudah', 'enggak', 'ada', 'kesalahan', 'dan', 'ketidakbenaran', 'hal', 'hal', 'sepele', 'seperti', 'ini', 'di', 'gambar', 'keempat', 'toko', 'langsung', 'update', 'gambar', 'produk', 'seolah', 'cuci', 'tangan', 'dalam', 'hal', 'pengiriman', 'juga', 'lelet', 'banget', 'giliran', 'bertanya', 'bertanya', 'untuk', 'beli', 'produknya', 'gerak', 'cepat', 'banget', 'giliran', 'komplain', 'boro', 'boro', 'dibales', 'kecewa', 'banget']"
