,Review,Review_norm,review_tokens
94,saya ga kecewa dgn produknya tapi saya kecewa dgn pelayanannya saya order satu dikirim untung sy jujur yah sy chat dong adminnya kok dikirim dua apa emang dpt brgnya dua sesuai dgn di gmbr adminnya blg bukan itu hanya memperlihatkan tampak depan dan belakang adminnya minta mau ga gw bayar brgnya atau balikin brg lebihnya lucu ya dia yg salah jadi nyusahin saya kalau gw ga jujur mah diem aja gw dpt dua barang saya di chat terus bisa gak dikirim balik brgnya saya bilang ok nanti saya kirim balik skr diteror mulu udah dikirim balik blm barangnya dengan saya bilang saya akan kirim balik aja udah niat baik saya di chat mulu kok jadi kayak saya yg salah yah adminnya yg salah kok jadi kaya saya yg curi barangnya yah rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya ga kompeten gak suka saya diteror mulu tunggu aja brgnya dtg,saya enggak kecewa dengan produknya tapi saya kecewa dengan pelayanannya saya order satu dikirim untung saya jujur ya saya chat dong adminnya kok dikirim dua apa memang dapat brgnya dua sesuai dengan di gmbr adminnya bilang bukan itu hanya memperlihatkan tampak depan dan belakang adminnya meminta mau enggak gue bayar brgnya atau balikin barang lebihnya lucu ya dia yang salah jadi menyusahkan saya kalau gue enggak jujur mah diam saja gue dapat dua barang saya di chat terus bisa enggak dikirim balik brgnya saya bilang ok nanti saya kirim balik sekarang diteror mulu sudah dikirim balik belum barangnya dengan saya bilang saya akan kirim balik saja sudah niat baik saya di chat mulu kok jadi kayak saya yang salah ya adminnya yang salah kok jadi kayak saya yang curi barangnya ya rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya enggak kompeten enggak suka saya diteror mulu tunggu saja brgnya datang,"['saya', 'enggak', 'kecewa', 'dengan', 'produknya', 'tapi', 'saya', 'kecewa', 'dengan', 'pelayanannya', 'saya', 'order', 'satu', 'dikirim', 'untung', 'saya', 'jujur', 'ya', 'saya', 'chat', 'dong', 'adminnya', 'kok', 'dikirim', 'dua', 'apa', 'memang', 'dapat', 'brgnya', 'dua', 'sesuai', 'dengan', 'di', 'gmbr', 'adminnya', 'bilang', 'bukan', 'itu', 'hanya', 'memperlihatkan', 'tampak', 'depan', 'dan', 'belakang', 'adminnya', 'meminta', 'mau', 'enggak', 'gue', 'bayar', 'brgnya', 'atau', 'balikin', 'barang', 'lebihnya', 'lucu', 'ya', 'dia', 'yang', 'salah', 'jadi', 'menyusahkan', 'saya', 'kalau', 'gue', 'enggak', 'jujur', 'mah', 'diam', 'saja', 'gue', 'dapat', 'dua', 'barang', 'saya', 'di', 'chat', 'terus', 'bisa', 'enggak', 'dikirim', 'balik', 'brgnya', 'saya', 'bilang', 'ok', 'nanti', 'saya', 'kirim', 'balik', 'sekarang', 'diteror', 'mulu', 'sudah', 'dikirim', 'balik', 'belum', 'barangnya', 'dengan', 'saya', 'bilang', 'saya', 'akan', 'kirim', 'balik', 'saja', 'sudah', 'niat', 'baik', 'saya', 'di', 'chat', 'mulu', 'kok', 'jadi', 'kayak', 'saya', 'yang', 'salah', 'ya', 'adminnya', 'yang', 'salah', 'kok', 'jadi', 'kayak', 'saya', 'yang', 'curi', 'barangnya', 'ya', 'rugi', 'waktu', 'tau', 'sayang', 'banget', 'nih', 'avoskin', 'produknya', 'bagus', 'tapi', 'karyawannya', 'enggak', 'kompeten', 'enggak', 'suka', 'saya', 'diteror', 'mulu', 'tunggu', 'saja', 'brgnya', 'datang']"
95,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya ,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya ,"['pesan', 'oct', 'sampai', 'oct', 'dalam', 'keadaan', 'kuyup', 'karena', 'sudah', 'habis', 'isinya']"
96,isinya dikit dipencet ga keluar nyesel,isinya dikit dipencet enggak keluar menyesal,"['isinya', 'dikit', 'dipencet', 'enggak', 'keluar', 'menyesal']"
97,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon,"['kecewa', 'sudah', 'hubungi', 'pihak', 'avoskinnya', 'tapi', 'tidak', 'di', 'respon']"
98,bocor basah semuanya hampir habis essence nya,bocor basah semuanya hampir habis essence nya,"['bocor', 'basah', 'semuanya', 'hampir', 'habis', 'essence', 'nya']"
99,bocor dong sampe hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pake avoskin tapi baru sekarang dapet paket tumpeh tumpeh,bocor dong sampai hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pakai avoskin tapi baru sekarang dapat paket tumpeh tumpeh,"['bocor', 'dong', 'sampai', 'hampir', 'habis', 'sudah', 'saya', 'videokan', 'pas', 'unboxingnya', 'juga', 'sedih', 'banget', 'sih', 'padahal', 'selalu', 'pakai', 'avoskin', 'tapi', 'baru', 'sekarang', 'dapat', 'paket', 'tumpeh', 'tumpeh']"
100,barang order tidak sampai,barang order tidak sampai,"['barang', 'order', 'tidak', 'sampai']"
101,salah kirim barangnya kurang toner udah gitu yang ngaco lagi barang yg salah kirim berupa sheetmask gw disuru beli coyyy literally dipaksa sih rb bukan masalah nominalnya tp masalah pelayanan yang sama sekali ga memuaskan harusnya dia tinggal ngirim lg barangnya yg kurang kan mslh selesai ga panjang  lebar kayak gini,salah kirim barangnya kurang toner sudah begitu yang mengaco lagi barang yang salah kirim berupa sheetmask gue disuru beli coy literally dipaksa sih ribu bukan masalah nominalnya tapi masalah pelayanan yang sama sekali enggak memuaskan harusnya dia tinggal mengirim lagi barangnya yang kurang kan masalah selesai enggak panjang  lebar kayak begini,"['salah', 'kirim', 'barangnya', 'kurang', 'toner', 'sudah', 'begitu', 'yang', 'mengaco', 'lagi', 'barang', 'yang', 'salah', 'kirim', 'berupa', 'sheetmask', 'gue', 'disuru', 'beli', 'coy', 'literally', 'dipaksa', 'sih', 'ribu', 'bukan', 'masalah', 'nominalnya', 'tapi', 'masalah', 'pelayanan', 'yang', 'sama', 'sekali', 'enggak', 'memuaskan', 'harusnya', 'dia', 'tinggal', 'mengirim', 'lagi', 'barangnya', 'yang', 'kurang', 'kan', 'masalah', 'selesai', 'enggak', 'panjang', 'lebar', 'kayak', 'begini']"
102,yang bermasalah bukan barang ini tp kualitas pelayanan cs di sini ga bakal lg dah beli di sini,yang bermasalah bukan barang ini tapi kualitas pelayanan customer service di sini enggak bakal lagi deh beli di sini,"['yang', 'bermasalah', 'bukan', 'barang', 'ini', 'tapi', 'kualitas', 'pelayanan', 'customer', 'service', 'di', 'sini', 'enggak', 'bakal', 'lagi', 'deh', 'beli', 'di', 'sini']"
103,misal tau isinya bakal beginian ga bakal dah purchase please lah avoskin  sah pelit amat,misal tau isinya bakal beginian enggak bakal deh purchase please lah avoskin  sah pelit amat,"['misal', 'tau', 'isinya', 'bakal', 'beginian', 'enggak', 'bakal', 'deh', 'purchase', 'please', 'lah', 'avoskin', 'sah', 'pelit', 'amat']"
104,tumpah semua yang di terima botol kosong,tumpah semua yang di terima botol kosong,"['tumpah', 'semua', 'yang', 'di', 'terima', 'botol', 'kosong']"
105,mau ganti pesanan gak mau dirubah alasan otomatis system padahal sy paham sekali sistem di tokped spt apa fokusnya hanya jualan bukan kepuasam pelanggan bgmna mau mempertahankan image jika byk customer yg kecewa,mau ganti pesanan enggak mau dirubah alasan otomatis system padahal saya paham sekali sistem di tokped seperti apa fokusnya hanya jualan bukan kepuasam pelanggan bagaimana mau mempertahankan image jika banyak customer yang kecewa,"['mau', 'ganti', 'pesanan', 'enggak', 'mau', 'dirubah', 'alasan', 'otomatis', 'system', 'padahal', 'saya', 'paham', 'sekali', 'sistem', 'di', 'tokped', 'seperti', 'apa', 'fokusnya', 'hanya', 'jualan', 'bukan', 'kepuasam', 'pelanggan', 'bagaimana', 'mau', 'mempertahankan', 'image', 'jika', 'banyak', 'customer', 'yang', 'kecewa']"
106,bara tiba dengan selamat tapi cs avoskin tolong diperbaiki lagi dia ngomong soal sop tapi ga paham yang saya bilang cuma minta konfirmasi pesanan karena saya udah transaksi ngomong kemana bilang sop masa harus nunggu hari untuk konfirmasi pesanan padahal udah transaksi loh udah bayar,bara tiba dengan selamat tapi customer service avoskin tolong diperbaiki lagi dia mengomong soal sop tapi enggak paham yang saya bilang cuma meminta konfirmasi pesanan karena saya sudah transaksi mengomong kemana bilang sop masa harus menunggu hari untuk konfirmasi pesanan padahal sudah transaksi loh sudah bayar,"['bara', 'tiba', 'dengan', 'selamat', 'tapi', 'customer', 'service', 'avoskin', 'tolong', 'diperbaiki', 'lagi', 'dia', 'mengomong', 'soal', 'sop', 'tapi', 'enggak', 'paham', 'yang', 'saya', 'bilang', 'cuma', 'meminta', 'konfirmasi', 'pesanan', 'karena', 'saya', 'sudah', 'transaksi', 'mengomong', 'kemana', 'bilang', 'sop', 'masa', 'harus', 'menunggu', 'hari', 'untuk', 'konfirmasi', 'pesanan', 'padahal', 'sudah', 'transaksi', 'loh', 'sudah', 'bayar']"
107,saya pesan masker apa kok ygdikirim malah yg ini,saya pesan masker apa kok ygdikirim malah yang ini,"['saya', 'pesan', 'masker', 'apa', 'kok', 'ygdikirim', 'malah', 'yang', 'ini']"
108,produk kemungkinan besar tidak original aroma sangat buruk seperti telur busuk saya pengguna serum avo ysb aa jadi familiar dengan baunya tapi produk ini sangat buruk baunya bahan kimia menyengat seperti telur busuk mau complain tapi sudah lewat hari hati hati aja,produk kemungkinan besar tidak original aroma sangat buruk seperti telur busuk saya pengguna serum avo ysb aa jadi familiar dengan baunya tapi produk ini sangat buruk baunya bahan kimia menyengat seperti telur busuk mau complain tapi sudah lewat hari hati hati saja,"['produk', 'kemungkinan', 'besar', 'tidak', 'original', 'aroma', 'sangat', 'buruk', 'seperti', 'telur', 'busuk', 'saya', 'pengguna', 'serum', 'avo', 'ysb', 'aa', 'jadi', 'familiar', 'dengan', 'baunya', 'tapi', 'produk', 'ini', 'sangat', 'buruk', 'baunya', 'bahan', 'kimia', 'menyengat', 'seperti', 'telur', 'busuk', 'mau', 'complain', 'tapi', 'sudah', 'lewat', 'hari', 'hati', 'hati', 'saja']"
109,kok isinya seperti kosong isinya ga bisa keluar dari botol jadi ga bisa kepake padahal kemasan botol ampul dlm kardus segel,kok isinya seperti kosong isinya enggak bisa keluar dari botol jadi enggak bisa terpakai padahal kemasan botol ampul dalam kardus segel,"['kok', 'isinya', 'seperti', 'kosong', 'isinya', 'enggak', 'bisa', 'keluar', 'dari', 'botol', 'jadi', 'enggak', 'bisa', 'terpakai', 'padahal', 'kemasan', 'botol', 'ampul', 'dalam', 'kardus', 'segel']"
110,sekali pake wajah langsung breakout jerawat muncul syok padahal berharap jerawat hilang  malah muncul semua,sekali pakai wajah langsung breakout jerawat muncul syok padahal berharap jerawat hilang  malah muncul semua,"['sekali', 'pakai', 'wajah', 'langsung', 'breakout', 'jerawat', 'muncul', 'syok', 'padahal', 'berharap', 'jerawat', 'hilang', 'malah', 'muncul', 'semua']"
111,gift nya penipuan marketink ribut berkepanjangan untunk dr tokopedia bisa membantu sa atasi dgn solusi penjual harus mengirim gift kpd pembeli dgn wkt yg  tentukan klo tdk maka dana kan kembali kpd pembeli ya mao tdk mao pst avoskin kirim gift nya donk tolonk ini catatan pentink buat toko ini jgn lg da lagi pembeli yg kena dampak sprt aku dan jujur jempol sa buat tokopedia dlm menyelesaikan masalah ini dan gift nya akhirx  kirim donk ke pembeli berkat tokopedia trima ksih tokopedia maaf buat toko ini sa ksih bintank smoga bs blajar dr masalah ini agar bs menjd lbh bae lg,gift nya penipuan marketink ribut berkepanjangan untunk dari tokopedia bisa membantu sa atasi dengan solusi penjual harus mengirim gift kepada pembeli dengan waktu yang  tentukan kalo tidak maka dana kan kembali kepada pembeli ya mau tidak mau pasti avoskin kirim gift nya dong tolonk ini catatan pentink buat toko ini jangan lagi dah lagi pembeli yang kena dampak seperti aku dan jujur jempol sa buat tokopedia dalam menyelesaikan masalah ini dan gift nya akhirx  kirim dong ke pembeli berkat tokopedia terima kasih tokopedia maaf buat toko ini sa kasih bintank semoga bisa belajar dari masalah ini agar bisa menjd lebih bae lagi,"['gift', 'nya', 'penipuan', 'marketink', 'ribut', 'berkepanjangan', 'untunk', 'dari', 'tokopedia', 'bisa', 'membantu', 'sa', 'atasi', 'dengan', 'solusi', 'penjual', 'harus', 'mengirim', 'gift', 'kepada', 'pembeli', 'dengan', 'waktu', 'yang', 'tentukan', 'kalo', 'tidak', 'maka', 'dana', 'kan', 'kembali', 'kepada', 'pembeli', 'ya', 'mau', 'tidak', 'mau', 'pasti', 'avoskin', 'kirim', 'gift', 'nya', 'dong', 'tolonk', 'ini', 'catatan', 'pentink', 'buat', 'toko', 'ini', 'jangan', 'lagi', 'dah', 'lagi', 'pembeli', 'yang', 'kena', 'dampak', 'seperti', 'aku', 'dan', 'jujur', 'jempol', 'sa', 'buat', 'tokopedia', 'dalam', 'menyelesaikan', 'masalah', 'ini', 'dan', 'gift', 'nya', 'akhirx', 'kirim', 'dong', 'ke', 'pembeli', 'berkat', 'tokopedia', 'terima', 'kasih', 'tokopedia', 'maaf', 'buat', 'toko', 'ini', 'sa', 'kasih', 'bintank', 'semoga', 'bisa', 'belajar', 'dari', 'masalah', 'ini', 'agar', 'bisa', 'menjd', 'lebih', 'bae', 'lagi']"
112,tekstur dan warnanya berbed padahal belinya di official avoskin biasanya serum retinol avoskin yg saya beli warnanya kekuningan dan kental tp yg beli terakhir warnanya putih dan encer tdk konsisten sdh komplain tp jawabannya tdk memuaskan jadi ragu makenya ilang deh duit rp ribu mending ganti produk lain aja deh drpada terjadi hal yg tdk diinginkan,tekstur dan warnanya berbed padahal belinya di official avoskin biasanya serum retinol avoskin yang saya beli warnanya kekuningan dan kental tapi yang beli terakhir warnanya putih dan encer tidak konsisten sudah komplain tapi jawabannya tidak memuaskan jadi ragu makenya hilang deh duit rp ribu mending ganti produk lain saja deh daripada terjadi hal yang tidak diinginkan,"['tekstur', 'dan', 'warnanya', 'berbed', 'padahal', 'belinya', 'di', 'official', 'avoskin', 'biasanya', 'serum', 'retinol', 'avoskin', 'yang', 'saya', 'beli', 'warnanya', 'kekuningan', 'dan', 'kental', 'tapi', 'yang', 'beli', 'terakhir', 'warnanya', 'putih', 'dan', 'encer', 'tidak', 'konsisten', 'sudah', 'komplain', 'tapi', 'jawabannya', 'tidak', 'memuaskan', 'jadi', 'ragu', 'makenya', 'hilang', 'deh', 'duit', 'rp', 'ribu', 'mending', 'ganti', 'produk', 'lain', 'saja', 'deh', 'daripada', 'terjadi', 'hal', 'yang', 'tidak', 'diinginkan']"
113,beli pas sale kemarin pas datang di kemasan tertulis exp date bulan januari saya melakukan protes melalui chat dengan admin saya mengirimkan bukti berupa foto ini karena saya tidak membuat video unboxing saya diminta menunggu konfirmasi pengecekan barang yg memakan waktu hari dan menyatakan bahwa barang ini tidak diproduksi di bulan november ini ya tentu nggak diproduksi di bulan november ini lah kalo diproduksi di november nggak mungkin expired di bulan januari sangat kecewa dengan pelayanan dari toko ini seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim dari beberapa kali saya membeli produk di official avoskin store baru kali ini kecewa karena pelayanannya mungkin saatnya berpindah ke merk lain,beli pas sale kemarin pas datang di kemasan tertulis exp date bulan januari saya melakukan protes melalui chat dengan admin saya mengirimkan bukti berupa foto ini karena saya tidak membuat video unboxing saya diminta menunggu konfirmasi pengecekan barang yang memakan waktu hari dan menyatakan bahwa barang ini tidak diproduksi di bulan november ini ya tentu enggak diproduksi di bulan november ini lah kalo diproduksi di november enggak mungkin expired di bulan januari sangat kecewa dengan pelayanan dari toko ini seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim dari beberapa kali saya membeli produk di official avoskin store baru kali ini kecewa karena pelayanannya mungkin saatnya berpindah ke merk lain,"['beli', 'pas', 'sale', 'kemarin', 'pas', 'datang', 'di', 'kemasan', 'tertulis', 'exp', 'date', 'bulan', 'januari', 'saya', 'melakukan', 'protes', 'melalui', 'chat', 'dengan', 'admin', 'saya', 'mengirimkan', 'bukti', 'berupa', 'foto', 'ini', 'karena', 'saya', 'tidak', 'membuat', 'video', 'unboxing', 'saya', 'diminta', 'menunggu', 'konfirmasi', 'pengecekan', 'barang', 'yang', 'memakan', 'waktu', 'hari', 'dan', 'menyatakan', 'bahwa', 'barang', 'ini', 'tidak', 'diproduksi', 'di', 'bulan', 'november', 'ini', 'ya', 'tentu', 'enggak', 'diproduksi', 'di', 'bulan', 'november', 'ini', 'lah', 'kalo', 'diproduksi', 'di', 'november', 'enggak', 'mungkin', 'expired', 'di', 'bulan', 'januari', 'sangat', 'kecewa', 'dengan', 'pelayanan', 'dari', 'toko', 'ini', 'seharusnya', 'dilakukan', 'pengecekan', 'terlebih', 'dahulu', 'sebelum', 'barang', 'dikirim', 'dari', 'beberapa', 'kali', 'saya', 'membeli', 'produk', 'di', 'official', 'avoskin', 'store', 'baru', 'kali', 'ini', 'kecewa', 'karena', 'pelayanannya', 'mungkin', 'saatnya', 'berpindah', 'ke', 'merk', 'lain']"
114,dapat barang hampir expired beli november expired januari saya tidak membuat video unboxing karena sudah kali belanja tidak bermasalah karena ini juga official store avoskin juga bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya bagi yang mau beli pikir pikir lagi ya terus terang kalau saya kapok beli avoskin saatnya beralih ke merk lain yg lebih mengutamakan kualitas produk yg dijual kepada pelanggan bukan semata mata cari untung kalau di review bisa bintang saya akan pilih bintang,dapat barang hampir expired beli november expired januari saya tidak membuat video unboxing karena sudah kali belanja tidak bermasalah karena ini juga official store avoskin juga bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya bagi yang mau beli pikir pikir lagi ya terus terang kalau saya kapok beli avoskin saatnya beralih ke merk lain yang lebih mengutamakan kualitas produk yang dijual kepada pelanggan bukan semata mata cari untung kalau di review bisa bintang saya akan pilih bintang,"['dapat', 'barang', 'hampir', 'expired', 'beli', 'november', 'expired', 'januari', 'saya', 'tidak', 'membuat', 'video', 'unboxing', 'karena', 'sudah', 'kali', 'belanja', 'tidak', 'bermasalah', 'karena', 'ini', 'juga', 'official', 'store', 'avoskin', 'juga', 'bisa', 'dilihat', 'bagaimana', 'store', 'lepas', 'tanggung', 'jawab', 'dari', 'chat', 'yang', 'saya', 'dan', 'adminnya', 'bagi', 'yang', 'mau', 'beli', 'pikir', 'pikir', 'lagi', 'ya', 'terus', 'terang', 'kalau', 'saya', 'kapok', 'beli', 'avoskin', 'saatnya', 'beralih', 'ke', 'merk', 'lain', 'yang', 'lebih', 'mengutamakan', 'kualitas', 'produk', 'yang', 'dijual', 'kepada', 'pelanggan', 'bukan', 'semata', 'mata', 'cari', 'untung', 'kalau', 'di', 'review', 'bisa', 'bintang', 'saya', 'akan', 'pilih', 'bintang']"
115,sabun mukanya lebih encer dan warnanya agak kuning,sabun mukanya lebih encer dan warnanya agak kuning,"['sabun', 'mukanya', 'lebih', 'encer', 'dan', 'warnanya', 'agak', 'kuning']"
116,udah bertahun pake avoskin karena cocok banget tapi baru pertama ini beli online pas dateng cuma botol doang pengecekkan barang sebelum dikirim kurang beli botol botolnya tumpah tidak bersisa botol tidak pecah hanya tidak rapat penutupnya minta tolong pengecekkannya diperbaiki dong avoskin aku lihat ini udah kasus kesekian kalinya,sudah bertahun pakai avoskin karena cocok banget tapi baru pertama ini beli online pas datang cuma botol doang pengecekkan barang sebelum dikirim kurang beli botol botolnya tumpah tidak bersisa botol tidak pecah hanya tidak rapat penutupnya meminta tolong pengecekkannya diperbaiki dong avoskin aku lihat ini sudah kasus kesekian kalinya,"['sudah', 'bertahun', 'pakai', 'avoskin', 'karena', 'cocok', 'banget', 'tapi', 'baru', 'pertama', 'ini', 'beli', 'online', 'pas', 'datang', 'cuma', 'botol', 'doang', 'pengecekkan', 'barang', 'sebelum', 'dikirim', 'kurang', 'beli', 'botol', 'botolnya', 'tumpah', 'tidak', 'bersisa', 'botol', 'tidak', 'pecah', 'hanya', 'tidak', 'rapat', 'penutupnya', 'meminta', 'tolong', 'pengecekkannya', 'diperbaiki', 'dong', 'avoskin', 'aku', 'lihat', 'ini', 'sudah', 'kasus', 'kesekian', 'kalinya']"
117,serum yang dikirim kyknya udah rusak karena ada endapan di bawahnya dan bikin breakout,serum yang dikirim kayaknya sudah rusak karena ada endapan di bawahnya dan bikin breakout,"['serum', 'yang', 'dikirim', 'kayaknya', 'sudah', 'rusak', 'karena', 'ada', 'endapan', 'di', 'bawahnya', 'dan', 'bikin', 'breakout']"
118,beli lagi khusus buat kasi review yang sesuai jangan percaya aja meski official store beli serum cuma di kirim lihat dari bukti bentuk kotak saja sudah jelas isi nya serum atau serum pihak avoskin pasti paham la tapi tidak mau tanggung jawab karena alasan sudah lewat waktu padahal sudah tau memang kurang kirim mau untung juga gak gitu kali caranya,beli lagi khusus buat kasih review yang sesuai jangan percaya saja meski official store beli serum cuma di kirim lihat dari bukti bentuk kotak saja sudah jelas isi nya serum atau serum pihak avoskin pasti paham lah tapi tidak mau tanggung jawab karena alasan sudah lewat waktu padahal sudah tau memang kurang kirim mau untung juga enggak begitu kali caranya,"['beli', 'lagi', 'khusus', 'buat', 'kasih', 'review', 'yang', 'sesuai', 'jangan', 'percaya', 'saja', 'meski', 'official', 'store', 'beli', 'serum', 'cuma', 'di', 'kirim', 'lihat', 'dari', 'bukti', 'bentuk', 'kotak', 'saja', 'sudah', 'jelas', 'isi', 'nya', 'serum', 'atau', 'serum', 'pihak', 'avoskin', 'pasti', 'paham', 'lah', 'tapi', 'tidak', 'mau', 'tanggung', 'jawab', 'karena', 'alasan', 'sudah', 'lewat', 'waktu', 'padahal', 'sudah', 'tau', 'memang', 'kurang', 'kirim', 'mau', 'untung', 'juga', 'enggak', 'begitu', 'kali', 'caranya']"
119,dus tidak ada isinya,dus tidak ada isinya,"['dus', 'tidak', 'ada', 'isinya']"
120,sunscreen blepotan keluar dr tube sebaiknya tube di seal,sunscreen blepotan keluar dari tube sebaiknya tube di seal,"['sunscreen', 'blepotan', 'keluar', 'dari', 'tube', 'sebaiknya', 'tube', 'di', 'seal']"
121,warnanya keruh banyak gelembungnya terus baunya aneh itu gapapakah sumpah avoskin kali ini mengecewakan,warnanya keruh banyak gelembungnya terus baunya aneh itu gapapakah sumpah avoskin kali ini mengecewakan,"['warnanya', 'keruh', 'banyak', 'gelembungnya', 'terus', 'baunya', 'aneh', 'itu', 'gapapakah', 'sumpah', 'avoskin', 'kali', 'ini', 'mengecewakan']"
122,baru kali ini biasa nya beli ini baik ajah,baru kali ini biasa nya beli ini baik saja,"['baru', 'kali', 'ini', 'biasa', 'nya', 'beli', 'ini', 'baik', 'saja']"
123,pembelian kedua kenapa dapet barang kek gini yaa apa karna barang sale encer banget creamnya udah coba masukin kulkas tapi tetep gini aman ga ya tetep dipakenya,pembelian kedua kenapa dapat barang kayak begini ya apa karena barang sale encer banget creamnya sudah coba memasuki kulkas tapi tetap begini aman enggak ya tetap dipakai,"['pembelian', 'kedua', 'kenapa', 'dapat', 'barang', 'kayak', 'begini', 'ya', 'apa', 'karena', 'barang', 'sale', 'encer', 'banget', 'creamnya', 'sudah', 'coba', 'memasuki', 'kulkas', 'tapi', 'tetap', 'begini', 'aman', 'enggak', 'ya', 'tetap', 'dipakai']"
124,isinya kosong pertama kali beli barang begini karena officialnya store jdi gak buat video dari barang barang isinya kosong,isinya kosong pertama kali beli barang begini karena officialnya store jadi enggak buat video dari barang barang isinya kosong,"['isinya', 'kosong', 'pertama', 'kali', 'beli', 'barang', 'begini', 'karena', 'officialnya', 'store', 'jadi', 'enggak', 'buat', 'video', 'dari', 'barang', 'barang', 'isinya', 'kosong']"
125,hmm agak ragu dengan produk ini baru sekali saya pakai kok jadi ada kerak putihnya gini di kulit saya ya,hmm agak ragu dengan produk ini baru sekali saya pakai kok jadi ada kerak putihnya begini di kulit saya ya,"['hmm', 'agak', 'ragu', 'dengan', 'produk', 'ini', 'baru', 'sekali', 'saya', 'pakai', 'kok', 'jadi', 'ada', 'kerak', 'putihnya', 'begini', 'di', 'kulit', 'saya', 'ya']"
126,unproffesional with handling complain,unproffesional with handling complain,"['unproffesional', 'with', 'handling', 'complain']"
127,sunscreen tidak sesuai foto ternyata hanya yang ml tidak dapat free wallet juga fotonya bener missleading kecewa banget,sunscreen tidak sesuai foto ternyata hanya yang ml tidak dapat free wallet juga fotonya benar missleading kecewa banget,"['sunscreen', 'tidak', 'sesuai', 'foto', 'ternyata', 'hanya', 'yang', 'ml', 'tidak', 'dapat', 'free', 'wallet', 'juga', 'fotonya', 'benar', 'missleading', 'kecewa', 'banget']"
128,saya ordernya avoskin retinol toner tapi yg dikirim miraculois refinning toner,saya ordernya avoskin retinol toner tapi yang dikirim miraculois refinning toner,"['saya', 'ordernya', 'avoskin', 'retinol', 'toner', 'tapi', 'yang', 'dikirim', 'miraculois', 'refinning', 'toner']"
